HargaPurata,HargaRendah,HargaTinggi,NamaPusat,NamaVarieti,UnitBarang,dateTime
4.00,3.50,4.50,"Pusat : MELAKA TENGAH, MELAKA",KANGKUNG,KILOGRAM,2023-02-04 23:49:13.735176
1.70,1.60,1.80,"Pusat : MELAKA TENGAH, MELAKA",KELAPA DIKUPAS,BIJI,2023-02-04 23:49:13.737171
6.00,6.00,6.00,"Pusat : MELAKA TENGAH, MELAKA",KELAPA PARUT,KILOGRAM,2023-02-04 23:49:13.741162
3.75,3.00,4.50,"Pusat : MELAKA TENGAH, MELAKA",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 23:49:13.745150
3.30,3.30,3.30,"Pusat : MELAKA TENGAH, MELAKA",KUBIS BULAT (CHINA),KILOGRAM,2023-02-04 23:49:13.748142
2.50,2.00,3.00,"Pusat : MELAKA TENGAH, MELAKA",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-04 23:49:13.751134
2.50,2.00,3.00,"Pusat : MELAKA TENGAH, MELAKA",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 23:49:13.754127
3.75,3.50,4.00,"Pusat : MELAKA TENGAH, MELAKA",PISANG BERANGAN,KILOGRAM,2023-02-04 23:49:13.757119
3.25,3.00,3.50,"Pusat : MELAKA TENGAH, MELAKA",PISANG MAS,KILOGRAM,2023-02-04 23:49:13.760111
7.75,7.50,8.00,"Pusat : MELAKA TENGAH, MELAKA",SANTAN BIASA,KILOGRAM,2023-02-04 23:49:13.763102
4.15,3.80,4.50,"Pusat : MELAKA TENGAH, MELAKA",SAWI HIJAU,KILOGRAM,2023-02-04 23:49:13.766094
.45,.44,.45,"Pusat : MELAKA TENGAH, MELAKA",TELUR AYAM,BIJI,2023-02-04 23:49:13.768088
.43,.42,.43,"Pusat : MELAKA TENGAH, MELAKA",TELUR AYAM,BIJI,2023-02-04 23:49:13.771081
.41,.40,.41,"Pusat : MELAKA TENGAH, MELAKA",TELUR AYAM,BIJI,2023-02-04 23:49:13.774072
2.75,2.50,3.00,"Pusat : MELAKA TENGAH, MELAKA",TEMBIKAI MERAH,KILOGRAM,2023-02-04 23:49:13.778062
5.50,5.00,6.00,"Pusat : MELAKA TENGAH, MELAKA",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 23:49:13.781055
3.75,3.00,4.50,"Pusat : MELAKA TENGAH, MELAKA",TIMUN HIJAU,KILOGRAM,2023-02-04 23:49:13.784046
4.00,3.50,4.50,"Pusat : MELAKA TENGAH, MELAKA",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 23:49:13.788035
2.75,2.50,3.00,"Pusat : MELAKA TENGAH, MELAKA",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 23:49:13.790030
8.25,8.00,8.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",AYAM PROSES STANDARD,KILOGRAM,2023-02-04 23:49:13.795020
3.00,3.00,3.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG BESAR KUNING / HOLLAND,KILOGRAM,2023-02-04 23:49:13.829923
3.50,3.50,3.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 23:49:13.840895
5.50,5.50,5.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-04 23:49:13.844883
9.50,9.00,10.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-04 23:49:13.847875
5.00,5.00,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG PUTIH (CHINA),KILOGRAM,2023-02-04 23:49:13.850869
4.25,4.00,4.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAYAM,KILOGRAM,2023-02-04 23:49:13.853859
3.10,3.00,3.20,"Pusat : SEREMBAN, NEGERI SEMBILAN",BELIMBING (B10),KILOGRAM,2023-02-04 23:49:13.860842
7.75,7.50,8.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",CILI HIJAU,KILOGRAM,2023-02-04 23:49:13.864829
11.50,11.00,12.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-04 23:49:13.868819
11.00,10.00,12.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",CILI MERAH MINYAK,KILOGRAM,2023-02-04 23:49:13.913700
13.00,13.00,13.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-04 23:49:13.916691
11.00,10.00,12.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",DAUN BAWANG,KILOGRAM,2023-02-04 23:49:13.919684
9.50,9.00,10.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 23:49:13.921678
5.75,5.50,6.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KACANG BENDI,KILOGRAM,2023-02-04 23:49:13.930654
11.00,10.00,12.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KACANG BUNCIS,KILOGRAM,2023-02-04 23:49:13.934643
6.75,6.50,7.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 23:49:13.938633
4.75,4.50,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KANGKUNG,KILOGRAM,2023-02-04 23:49:13.947609
2.10,2.00,2.20,"Pusat : SEREMBAN, NEGERI SEMBILAN",KELAPA DIKUPAS,BIJI,2023-02-04 23:49:13.950600
6.75,6.50,7.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KELAPA PARUT,KILOGRAM,2023-02-04 23:49:13.953593
4.75,4.50,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 23:49:13.956585
2.30,1.80,2.80,"Pusat : SEREMBAN, NEGERI SEMBILAN",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-04 23:49:13.960580
2.90,2.80,3.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 23:49:13.963567
4.90,4.80,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",PISANG BERANGAN,KILOGRAM,2023-02-04 23:49:13.966558
5.00,5.00,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",PISANG MAS,KILOGRAM,2023-02-04 23:49:13.969551
7.25,7.00,7.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",SANTAN BIASA,KILOGRAM,2023-02-04 23:49:13.972542
6.00,5.50,6.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",SAWI HIJAU,KILOGRAM,2023-02-04 23:49:13.976532
.40,.40,.40,"Pusat : SEREMBAN, NEGERI SEMBILAN",TELUR AYAM,BIJI,2023-02-04 23:49:13.980521
.38,.38,.38,"Pusat : SEREMBAN, NEGERI SEMBILAN",TELUR AYAM,BIJI,2023-02-04 23:49:13.983514
.37,.37,.37,"Pusat : SEREMBAN, NEGERI SEMBILAN",TELUR AYAM,BIJI,2023-02-04 23:49:13.985508
3.10,3.00,3.20,"Pusat : SEREMBAN, NEGERI SEMBILAN",TEMBIKAI MERAH,KILOGRAM,2023-02-04 23:49:13.988499
6.50,6.00,7.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 23:49:13.992490
2.60,2.20,3.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",TIMUN HIJAU,KILOGRAM,2023-02-04 23:49:13.995481
4.25,4.00,4.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 23:49:13.998472
3.00,3.00,3.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 23:49:14.002462
4.80,4.80,4.80,"Pusat : KUANTAN, PAHANG",AYAM HIDUP,KILOGRAM,2023-02-04 23:49:14.005454
7.00,7.00,7.00,"Pusat : KUANTAN, PAHANG",AYAM PROSES STANDARD,KILOGRAM,2023-02-04 23:49:14.009447
2.50,2.50,2.50,"Pusat : KUANTAN, PAHANG",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 23:49:14.013433
5.00,5.00,5.00,"Pusat : KUANTAN, PAHANG",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-04 23:49:14.016424
4.00,4.00,4.00,"Pusat : KUANTAN, PAHANG",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-04 23:49:14.019418
7.50,7.00,8.00,"Pusat : KUANTAN, PAHANG",BAYAM,KILOGRAM,2023-02-04 23:49:14.022410
6.00,6.00,6.00,"Pusat : KUANTAN, PAHANG",BELIMBING (B10),KILOGRAM,2023-02-04 23:49:14.026399
2.50,2.50,2.50,"Pusat : KUANTAN, PAHANG",BETIK SEKAKI,KILOGRAM,2023-02-04 23:49:14.030387
3.00,3.00,3.00,"Pusat : KUANTAN, PAHANG",BUNGA KANTAN,TANGKAI,2023-02-04 23:49:14.033379
14.50,14.00,15.00,"Pusat : KUANTAN, PAHANG",CILI HIJAU,KILOGRAM,2023-02-04 23:49:14.036371
16.50,15.00,18.00,"Pusat : KUANTAN, PAHANG",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-04 23:49:14.039363
15.50,15.00,16.00,"Pusat : KUANTAN, PAHANG",CILI MERAH MINYAK,KILOGRAM,2023-02-04 23:49:14.043353
15.00,15.00,15.00,"Pusat : KUANTAN, PAHANG",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-04 23:49:14.047342
11.00,10.00,12.00,"Pusat : KUANTAN, PAHANG",DAUN BAWANG,KILOGRAM,2023-02-04 23:49:14.051333
11.00,10.00,12.00,"Pusat : KUANTAN, PAHANG",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 23:49:14.054323
9.50,9.00,10.00,"Pusat : KUANTAN, PAHANG",KACANG BENDI,KILOGRAM,2023-02-04 23:49:14.057315
10.50,9.00,12.00,"Pusat : KUANTAN, PAHANG",KACANG BUNCIS,KILOGRAM,2023-02-04 23:49:14.061307
11.00,10.00,12.00,"Pusat : KUANTAN, PAHANG",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 23:49:14.064297
7.50,7.00,8.00,"Pusat : KUANTAN, PAHANG",KANGKUNG,KILOGRAM,2023-02-04 23:49:14.067289
3.00,3.00,3.00,"Pusat : KUANTAN, PAHANG",KELAPA DIKUPAS,BIJI,2023-02-04 23:49:14.070280
2.00,2.00,2.00,"Pusat : KUANTAN, PAHANG",KELAPA DIKUPAS,BIJI,2023-02-04 23:49:14.074271
