HargaPurata,HargaRendah,HargaTinggi,NamaPusat,NamaVarieti,UnitBarang,dateTime
3.75,3.50,4.00,"Pusat : JOHOR BAHRU, JOHOR",KUBIS BULAT (CHINA),KILOGRAM,2023-02-13 23:55:11.788116
2.75,2.50,3.00,"Pusat : JOHOR BAHRU, JOHOR",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-13 23:55:11.878112
4.25,4.00,4.50,"Pusat : JOHOR BAHRU, JOHOR",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:11.965087
3.75,3.50,4.00,"Pusat : JOHOR BAHRU, JOHOR",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:12.049108
3.75,3.50,4.00,"Pusat : JOHOR BAHRU, JOHOR",PISANG MAS,KILOGRAM,2023-02-13 23:55:12.147236
8.00,8.00,8.00,"Pusat : JOHOR BAHRU, JOHOR",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:12.235974
4.75,4.50,5.00,"Pusat : JOHOR BAHRU, JOHOR",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:12.315158
.45,.45,.45,"Pusat : JOHOR BAHRU, JOHOR",TELUR AYAM,BIJI,2023-02-13 23:55:12.397897
.44,.44,.44,"Pusat : JOHOR BAHRU, JOHOR",TELUR AYAM,BIJI,2023-02-13 23:55:12.498231
.43,.43,.43,"Pusat : JOHOR BAHRU, JOHOR",TELUR AYAM,BIJI,2023-02-13 23:55:12.581029
2.75,2.50,3.00,"Pusat : JOHOR BAHRU, JOHOR",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:12.657959
5.50,5.00,6.00,"Pusat : JOHOR BAHRU, JOHOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:12.753269
3.25,3.00,3.50,"Pusat : JOHOR BAHRU, JOHOR",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:12.837855
4.75,4.50,5.00,"Pusat : JOHOR BAHRU, JOHOR",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:12.928939
3.00,3.00,3.00,"Pusat : JOHOR BAHRU, JOHOR",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:13.017135
7.00,7.00,7.00,"Pusat : KOTA SETAR, KEDAH",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:13.121818
8.00,8.00,8.00,"Pusat : KOTA SETAR, KEDAH",AYAM PROSES SUPER,KILOGRAM,2023-02-13 23:55:13.207998
3.00,2.50,3.50,"Pusat : KOTA SETAR, KEDAH",BAWANG BESAR KUNING / HOLLAND,KILOGRAM,2023-02-13 23:55:13.292911
2.75,2.50,3.00,"Pusat : KOTA SETAR, KEDAH",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:13.379033
5.25,5.00,5.50,"Pusat : KOTA SETAR, KEDAH",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:13.462970
9.00,8.00,10.00,"Pusat : KOTA SETAR, KEDAH",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-13 23:55:13.547108
5.50,5.00,6.00,"Pusat : KOTA SETAR, KEDAH",BAWANG PUTIH (CHINA),KILOGRAM,2023-02-13 23:55:13.631747
4.50,4.00,5.00,"Pusat : KOTA SETAR, KEDAH",BAYAM,KILOGRAM,2023-02-13 23:55:13.716860
6.00,6.00,6.00,"Pusat : KOTA SETAR, KEDAH",BELIMBING (B10),KILOGRAM,2023-02-13 23:55:13.806698
1.25,1.00,1.50,"Pusat : KOTA SETAR, KEDAH",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:13.894993
7.00,6.00,8.00,"Pusat : KOTA SETAR, KEDAH",CILI HIJAU,KILOGRAM,2023-02-13 23:55:13.978661
12.00,11.00,13.00,"Pusat : KOTA SETAR, KEDAH",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:14.073931
7.50,7.00,8.00,"Pusat : KOTA SETAR, KEDAH",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:14.158175
15.50,15.00,16.00,"Pusat : KOTA SETAR, KEDAH",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:14.241808
12.50,10.00,15.00,"Pusat : KOTA SETAR, KEDAH",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:14.326903
8.50,7.00,10.00,"Pusat : KOTA SETAR, KEDAH",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:14.415902
9.50,9.00,10.00,"Pusat : KOTA SETAR, KEDAH",KACANG BENDI,KILOGRAM,2023-02-13 23:55:14.503338
8.50,7.00,10.00,"Pusat : KOTA SETAR, KEDAH",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:14.590846
6.00,5.00,7.00,"Pusat : KOTA SETAR, KEDAH",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:14.678349
4.50,4.00,5.00,"Pusat : KOTA SETAR, KEDAH",KANGKUNG,KILOGRAM,2023-02-13 23:55:14.788342
2.00,2.00,2.00,"Pusat : KOTA SETAR, KEDAH",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:14.882824
6.00,6.00,6.00,"Pusat : KOTA SETAR, KEDAH",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:14.963632
4.50,4.00,5.00,"Pusat : KOTA SETAR, KEDAH",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:15.049913
3.00,3.00,3.00,"Pusat : KOTA SETAR, KEDAH",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-13 23:55:15.132022
3.25,3.00,3.50,"Pusat : KOTA SETAR, KEDAH",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:15.215026
4.25,4.00,4.50,"Pusat : KOTA SETAR, KEDAH",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:15.299817
4.25,4.00,4.50,"Pusat : KOTA SETAR, KEDAH",PISANG MAS,KILOGRAM,2023-02-13 23:55:15.411439
10.00,10.00,10.00,"Pusat : KOTA SETAR, KEDAH",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:15.497081
5.25,5.00,5.50,"Pusat : KOTA SETAR, KEDAH",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:15.580798
.42,.42,.42,"Pusat : KOTA SETAR, KEDAH",TELUR AYAM,BIJI,2023-02-13 23:55:15.666774
.43,.43,.43,"Pusat : KOTA SETAR, KEDAH",TELUR AYAM,BIJI,2023-02-13 23:55:15.747933
.44,.44,.44,"Pusat : KOTA SETAR, KEDAH",TELUR AYAM,BIJI,2023-02-13 23:55:15.829156
2.50,2.50,2.50,"Pusat : KOTA SETAR, KEDAH",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:15.916897
4.75,4.50,5.00,"Pusat : KOTA SETAR, KEDAH",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:15.998920
3.50,3.00,4.00,"Pusat : KOTA SETAR, KEDAH",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:16.087826
4.75,4.50,5.00,"Pusat : KOTA SETAR, KEDAH",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:16.171194
3.00,3.00,3.00,"Pusat : KOTA SETAR, KEDAH",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:16.251083
8.00,8.00,8.00,"Pusat : KOTA BHARU, KELANTAN",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:16.343784
3.50,3.00,4.00,"Pusat : KOTA BHARU, KELANTAN",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:16.427121
3.00,3.00,3.00,"Pusat : KOTA BHARU, KELANTAN",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:16.516556
1.25,1.00,1.50,"Pusat : KOTA BHARU, KELANTAN",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:16.601425
10.00,10.00,10.00,"Pusat : KOTA BHARU, KELANTAN",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:16.686129
15.00,15.00,15.00,"Pusat : KOTA BHARU, KELANTAN",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:16.775469
14.50,14.00,15.00,"Pusat : KOTA BHARU, KELANTAN",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:16.859721
13.50,12.00,15.00,"Pusat : KOTA BHARU, KELANTAN",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:16.947197
5.50,5.00,6.00,"Pusat : KOTA BHARU, KELANTAN",KACANG BENDI,KILOGRAM,2023-02-13 23:55:17.030780
5.50,5.00,6.00,"Pusat : KOTA BHARU, KELANTAN",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:17.111869
7.00,6.00,8.00,"Pusat : KOTA BHARU, KELANTAN",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:17.212404
5.50,5.00,6.00,"Pusat : KOTA BHARU, KELANTAN",KANGKUNG,KILOGRAM,2023-02-13 23:55:17.315989
1.45,1.40,1.50,"Pusat : KOTA BHARU, KELANTAN",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:17.394990
5.00,5.00,5.00,"Pusat : KOTA BHARU, KELANTAN",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:17.476056
6.00,6.00,6.00,"Pusat : KOTA BHARU, KELANTAN",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:17.557228
4.25,4.00,4.50,"Pusat : KOTA BHARU, KELANTAN",KUBIS BULAT (CHINA),KILOGRAM,2023-02-13 23:55:17.640072
4.00,4.00,4.00,"Pusat : KOTA BHARU, KELANTAN",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:17.723965
4.00,4.00,4.00,"Pusat : KOTA BHARU, KELANTAN",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:17.810854
7.50,7.00,8.00,"Pusat : KOTA BHARU, KELANTAN",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:17.896994
4.50,4.00,5.00,"Pusat : KOTA BHARU, KELANTAN",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:17.982621
.45,.45,.45,"Pusat : KOTA BHARU, KELANTAN",TELUR AYAM,BIJI,2023-02-13 23:55:18.069995
5.50,5.00,6.00,"Pusat : KOTA BHARU, KELANTAN",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:18.150020
5.00,5.00,5.00,"Pusat : KOTA BHARU, KELANTAN",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:18.250964
5.50,5.00,6.00,"Pusat : KOTA BHARU, KELANTAN",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:18.328850
2.50,2.50,2.50,"Pusat : KOTA BHARU, KELANTAN",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:18.407371
6.10,6.00,6.20,"Pusat : MELAKA TENGAH, MELAKA",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:18.489957
2.75,2.50,3.00,"Pusat : MELAKA TENGAH, MELAKA",BAWANG BESAR KUNING / HOLLAND,KILOGRAM,2023-02-13 23:55:18.572964
2.75,2.50,3.00,"Pusat : MELAKA TENGAH, MELAKA",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:18.658353
4.75,4.50,5.00,"Pusat : MELAKA TENGAH, MELAKA",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:18.739413
8.75,8.50,9.00,"Pusat : MELAKA TENGAH, MELAKA",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-13 23:55:18.823695
4.75,4.50,5.00,"Pusat : MELAKA TENGAH, MELAKA",BAWANG PUTIH (CHINA),KILOGRAM,2023-02-13 23:55:18.922032
4.00,3.50,4.50,"Pusat : MELAKA TENGAH, MELAKA",BAYAM,KILOGRAM,2023-02-13 23:55:19.012926
3.25,3.00,3.50,"Pusat : MELAKA TENGAH, MELAKA",BELIMBING (B10),KILOGRAM,2023-02-13 23:55:19.094845
9.25,8.50,10.00,"Pusat : MELAKA TENGAH, MELAKA",CILI HIJAU,KILOGRAM,2023-02-13 23:55:19.193777
11.00,10.00,12.00,"Pusat : MELAKA TENGAH, MELAKA",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:19.275370
10.50,10.00,11.00,"Pusat : MELAKA TENGAH, MELAKA",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:19.359484
10.50,10.00,11.00,"Pusat : MELAKA TENGAH, MELAKA",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:19.445053
11.75,11.50,12.00,"Pusat : MELAKA TENGAH, MELAKA",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:19.526923
7.50,7.00,8.00,"Pusat : MELAKA TENGAH, MELAKA",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:19.613937
5.00,4.00,6.00,"Pusat : MELAKA TENGAH, MELAKA",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:19.697053
5.00,4.50,5.50,"Pusat : MELAKA TENGAH, MELAKA",KACANG BENDI,KILOGRAM,2023-02-13 23:55:19.783236
7.50,7.00,8.00,"Pusat : MELAKA TENGAH, MELAKA",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:19.900112
5.25,4.50,6.00,"Pusat : MELAKA TENGAH, MELAKA",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:19.991982
4.00,3.50,4.50,"Pusat : MELAKA TENGAH, MELAKA",KANGKUNG,KILOGRAM,2023-02-13 23:55:20.072899
1.70,1.60,1.80,"Pusat : MELAKA TENGAH, MELAKA",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:20.158228
6.00,6.00,6.00,"Pusat : MELAKA TENGAH, MELAKA",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:20.240598
3.75,3.00,4.50,"Pusat : MELAKA TENGAH, MELAKA",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:20.326048
3.30,3.30,3.30,"Pusat : MELAKA TENGAH, MELAKA",KUBIS BULAT (CHINA),KILOGRAM,2023-02-13 23:55:20.412838
2.50,2.00,3.00,"Pusat : MELAKA TENGAH, MELAKA",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-13 23:55:20.505985
2.50,2.00,3.00,"Pusat : MELAKA TENGAH, MELAKA",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:20.587947
3.75,3.50,4.00,"Pusat : MELAKA TENGAH, MELAKA",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:20.671195
3.25,3.00,3.50,"Pusat : MELAKA TENGAH, MELAKA",PISANG MAS,KILOGRAM,2023-02-13 23:55:20.757223
7.75,7.50,8.00,"Pusat : MELAKA TENGAH, MELAKA",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:20.840071
4.15,3.80,4.50,"Pusat : MELAKA TENGAH, MELAKA",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:20.935130
.45,.44,.45,"Pusat : MELAKA TENGAH, MELAKA",TELUR AYAM,BIJI,2023-02-13 23:55:21.023945
.43,.42,.43,"Pusat : MELAKA TENGAH, MELAKA",TELUR AYAM,BIJI,2023-02-13 23:55:21.105891
.41,.40,.41,"Pusat : MELAKA TENGAH, MELAKA",TELUR AYAM,BIJI,2023-02-13 23:55:21.202244
2.75,2.50,3.00,"Pusat : MELAKA TENGAH, MELAKA",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:21.285838
5.50,5.00,6.00,"Pusat : MELAKA TENGAH, MELAKA",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:21.368821
3.75,3.00,4.50,"Pusat : MELAKA TENGAH, MELAKA",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:21.473152
4.00,3.50,4.50,"Pusat : MELAKA TENGAH, MELAKA",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:21.561756
2.75,2.50,3.00,"Pusat : MELAKA TENGAH, MELAKA",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:21.642877
8.25,8.00,8.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:21.729685
3.00,3.00,3.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG BESAR KUNING / HOLLAND,KILOGRAM,2023-02-13 23:55:21.812900
3.50,3.50,3.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:21.901140
5.50,5.50,5.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:21.987939
9.50,9.00,10.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-13 23:55:22.093500
5.00,5.00,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAWANG PUTIH (CHINA),KILOGRAM,2023-02-13 23:55:22.176256
4.25,4.00,4.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",BAYAM,KILOGRAM,2023-02-13 23:55:22.258245
3.10,3.00,3.20,"Pusat : SEREMBAN, NEGERI SEMBILAN",BELIMBING (B10),KILOGRAM,2023-02-13 23:55:22.340030
7.75,7.50,8.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",CILI HIJAU,KILOGRAM,2023-02-13 23:55:22.421083
11.50,11.00,12.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:22.501893
11.00,10.00,12.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:22.587141
13.00,13.00,13.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:22.671891
11.00,10.00,12.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:22.758063
9.50,9.00,10.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:22.841856
5.75,5.50,6.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KACANG BENDI,KILOGRAM,2023-02-13 23:55:22.934356
11.00,10.00,12.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:23.042597
6.75,6.50,7.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:23.129062
4.75,4.50,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KANGKUNG,KILOGRAM,2023-02-13 23:55:23.205007
2.10,2.00,2.20,"Pusat : SEREMBAN, NEGERI SEMBILAN",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:23.291903
6.75,6.50,7.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:23.382115
4.75,4.50,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:23.467158
2.30,1.80,2.80,"Pusat : SEREMBAN, NEGERI SEMBILAN",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-13 23:55:23.556160
2.90,2.80,3.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:23.640902
4.90,4.80,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:23.728814
5.00,5.00,5.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",PISANG MAS,KILOGRAM,2023-02-13 23:55:23.818342
7.25,7.00,7.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:23.911132
6.00,5.50,6.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:23.994010
.40,.40,.40,"Pusat : SEREMBAN, NEGERI SEMBILAN",TELUR AYAM,BIJI,2023-02-13 23:55:24.079101
.38,.38,.38,"Pusat : SEREMBAN, NEGERI SEMBILAN",TELUR AYAM,BIJI,2023-02-13 23:55:24.170104
.37,.37,.37,"Pusat : SEREMBAN, NEGERI SEMBILAN",TELUR AYAM,BIJI,2023-02-13 23:55:24.256518
3.10,3.00,3.20,"Pusat : SEREMBAN, NEGERI SEMBILAN",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:24.332910
6.50,6.00,7.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:24.408976
2.60,2.20,3.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:24.490836
4.25,4.00,4.50,"Pusat : SEREMBAN, NEGERI SEMBILAN",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:24.572617
3.00,3.00,3.00,"Pusat : SEREMBAN, NEGERI SEMBILAN",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:24.662311
4.80,4.80,4.80,"Pusat : KUANTAN, PAHANG",AYAM HIDUP,KILOGRAM,2023-02-13 23:55:24.761836
7.00,7.00,7.00,"Pusat : KUANTAN, PAHANG",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:24.867027
2.50,2.50,2.50,"Pusat : KUANTAN, PAHANG",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:24.957437
5.00,5.00,5.00,"Pusat : KUANTAN, PAHANG",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:25.043136
4.00,4.00,4.00,"Pusat : KUANTAN, PAHANG",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-13 23:55:25.134841
7.50,7.00,8.00,"Pusat : KUANTAN, PAHANG",BAYAM,KILOGRAM,2023-02-13 23:55:25.228956
6.00,6.00,6.00,"Pusat : KUANTAN, PAHANG",BELIMBING (B10),KILOGRAM,2023-02-13 23:55:25.312937
2.50,2.50,2.50,"Pusat : KUANTAN, PAHANG",BETIK SEKAKI,KILOGRAM,2023-02-13 23:55:25.409903
3.00,3.00,3.00,"Pusat : KUANTAN, PAHANG",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:25.497365
14.50,14.00,15.00,"Pusat : KUANTAN, PAHANG",CILI HIJAU,KILOGRAM,2023-02-13 23:55:25.593932
16.50,15.00,18.00,"Pusat : KUANTAN, PAHANG",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:25.678707
15.50,15.00,16.00,"Pusat : KUANTAN, PAHANG",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:25.764032
15.00,15.00,15.00,"Pusat : KUANTAN, PAHANG",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:25.848289
11.00,10.00,12.00,"Pusat : KUANTAN, PAHANG",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:25.935046
11.00,10.00,12.00,"Pusat : KUANTAN, PAHANG",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:26.044912
9.50,9.00,10.00,"Pusat : KUANTAN, PAHANG",KACANG BENDI,KILOGRAM,2023-02-13 23:55:26.133856
10.50,9.00,12.00,"Pusat : KUANTAN, PAHANG",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:26.213103
11.00,10.00,12.00,"Pusat : KUANTAN, PAHANG",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:26.295053
7.50,7.00,8.00,"Pusat : KUANTAN, PAHANG",KANGKUNG,KILOGRAM,2023-02-13 23:55:26.383469
3.00,3.00,3.00,"Pusat : KUANTAN, PAHANG",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:26.467834
2.00,2.00,2.00,"Pusat : KUANTAN, PAHANG",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:26.551196
